drug_name,ndc,form,strength,mfg,acq,awp,dispensed,p_update,rxCUI,epc_class,drug_class
CLINDAMY/BEN GEL 1.2-5%,51672-1366-06,GEL,1.2-5%,TARO ,22.2,203.44,0:00:00,10-19-21,1540241,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,16714-0161-01,GEL,1%,NORTHSTAR,7.99,85.07,0:00:00,06-02-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,51672-1399-03,GEL,1%,TARO ,9.49,149.36,07-28-22,03-25-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,51672-1399-03,GEL,1%,TARO ,9.49,149.36,07-28-22,03-25-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,16714-0161-01,GEL,1%,NORTHSTAR,7.99,85.07,0:00:00,06-02-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,00472-1790-30,GEL,TRETINOI,ACTAV MID,314.21,396.36,0:00:00,08-29-24,882548,Topical Medication,Topical Antibiotic (GEL)
ERYTHROMYCIN GEL 2%,45802-0966-96,GEL,2%,PADAGIS,24.25,86.41,0:00:00,02-02-23,310152,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,73473-0306-60,GEL,TRETINOI,SOLARIS PH,130,814.49,0:00:00,03-10-23,882548,Topical Medication,Topical Antibiotic (GEL)
ERYTHROMYCIN GEL 2%,45802-0966-94,GEL,2%,PADAGIS,12.22,60.48,0:00:00,02-02-23,310152,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,13668-0605-05,GEL,7.50%,TORRENT PH,93.95,674.56,0:00:00,02-07-23,1741905,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,13668-0605-05,GEL,7.50%,TORRENT PH,93.95,674.56,0:00:00,02-07-23,1741905,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,13668-0605-05,GEL,7.50%,TORRENT PH,93.95,674.56,0:00:00,02-07-23,1741905,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,13668-0605-05,GEL,7.50%,TORRENT PH,93.95,674.56,0:00:00,02-07-23,1741905,Topical Medication,Topical Antibiotic (GEL)
CLINDAMY/BEN GEL 1-5%,45802-0507-02,GEL,1-5%,PADAGIS,25.73,96,05-30-23,11-06-23,358917,Topical Medication,Topical Antibiotic (GEL)
METRONIDAZOL GEL 0.75%,00115-1474-46,GEL,0.75%,AMNEAL,5,170.85,0:00:00,02-08-23,311679,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,00168-0202-60,GEL,1%,FOUGERA,13.99,186.71,0:00:00,05-19-22,2676585,Topical Medication,Topical Antibiotic (GEL)
METRONIDAZOL GEL 0.75%,51672-4116-06,GEL,0.75%,TARO ,7.83,319.38,11-23-24,08-29-24,311679,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,00168-0202-60,GEL,1%,FOUGERA,13.99,186.71,0:00:00,05-19-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,00168-0202-60,GEL,1%,FOUGERA,13.99,186.71,0:00:00,05-19-22,2676585,Topical Medication,Topical Antibiotic (GEL)
METRONIDAZOL GEL 0.75%,00713-0637-37,GEL,0.75%,COSETTE PH,5.86,319.69,02-24-23,08-30-24,311679,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,00168-0202-60,GEL,1%,FOUGERA,13.99,186.71,0:00:00,05-19-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,68682-0462-75,GEL,1%,OCEANSIDE,725,1066.36,0:00:00,02-22-22,309332,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,00168-0202-60,GEL,1%,FOUGERA,13.99,186.71,0:00:00,05-19-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMY/BEN GEL 1-5%,16714-0984-50,GEL,1-5%,NORTHSTAR,12.31,291.27,11-23-24,02-10-23,358917,Topical Medication,Topical Antibiotic (GEL)
ERY/BENZOYL  GEL 5-3%,00781-7094-59,GEL,5-3%,SANDOZ,63,414.79,04-14-21,03-15-21,244374,Topical Medication,Topical Antibiotic (GEL)
METRONIDAZOL GEL 1%,51672-4215-09,GEL,1%,TARO ,19.99,277.26,11-23-24,08-30-24,577237,Topical Medication,Topical Antibiotic (GEL)
ERYTHROMYCIN GEL 2%,45802-0966-94,GEL,2%,PADAGIS,12.22,60.48,0:00:00,02-02-23,310152,Topical Medication,Topical Antibiotic (GEL)
CLINDAM/BENZ GEL 1.2-2.5%,68682-0132-50,GEL,1.2-2.5%,OCEANSIDE,26,569.08,01-12-24,03-04-21,885131,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,51672-5307-03,GEL,7.50%,TARO ,249.75,674.56,0:00:00,08-25-21,1741905,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,51672-5307-03,GEL,7.50%,TARO ,249.75,674.56,0:00:00,08-25-21,1741905,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,68682-0300-30,GEL,TRETINOI,OCEANSIDE,99.5,395.92,08-19-24,08-29-24,882548,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 5%,51672-1387-03,GEL,5%,TARO ,78.47,603.12,09-05-24,06-12-24,607295,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,68682-0300-30,GEL,TRETINOI,OCEANSIDE,99.5,395.92,08-19-24,08-29-24,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,68682-0300-30,GEL,TRETINOI,OCEANSIDE,99.5,395.92,08-19-24,08-29-24,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,68682-0462-75,GEL,1%,OCEANSIDE,725,1066.36,0:00:00,02-22-22,309332,Topical Medication,Topical Antibiotic (GEL)
CLINDAM/BENZ GEL 1.2-2.5%,68682-0132-50,GEL,1.2-2.5%,OCEANSIDE,26,569.08,01-12-24,03-04-21,885131,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,68682-0300-30,GEL,TRETINOI,OCEANSIDE,99.5,395.92,08-19-24,08-29-24,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,68682-0462-75,GEL,1%,OCEANSIDE,725,1066.36,0:00:00,02-22-22,309332,Topical Medication,Topical Antibiotic (GEL)
CLINDAMY/BEN GEL 1-5%,45802-0507-04,GEL,1-5%,PERRIGO,12.31,156,10-10-22,11-08-23,358917,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,68682-0462-75,GEL,1%,OCEANSIDE,725,1066.36,0:00:00,02-22-22,309332,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,68682-0462-75,GEL,1%,OCEANSIDE,725,1066.36,0:00:00,02-22-22,309332,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,00168-0202-60,GEL,1%,FOUGERA,13.99,186.71,0:00:00,05-19-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAM/BENZ GEL 1.2-2.5%,68682-0132-50,GEL,1.2-2.5%,OCEANSIDE,26,569.08,01-12-24,03-04-21,885131,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  LOT 1%,45802-0128-01,LOTN,1%,PADAGIS,8.99,115.38,11-22-24,08-29-24,197519,Topical Medication,Topical Antibiotic (LOT)
CLINDAMYCIN  LOT 1%,51672-1400-04,LOTN,1%,TARO ,11.65,120.18,08-09-24,08-30-24,197519,Topical Medication,Topical Antibiotic (LOT)
SULFACETAMID LOT 10%,68682-0010-04,LOTN,10%,OCEANSIDE,54,188.4,0:00:00,08-24-21,1006688,Topical Medication,Topical Antibiotic (LOT)
CLINDAMYCIN  LOT 1%,21922-0036-01,LOTN,1%,ENCUBE ETH,0,144.23,0:00:00,08-29-24,197519,Topical Medication,Topical Antibiotic (LOT)
ACNE MEDICAT LOT 5%,00536-1057-75,LOTN,5%,RUGBY LABO,1.08,3.02,0:00:00,03-12-21,106309,Topical Medication,Topical Antibiotic (LOT)
ACNE MEDICAT LOT 10%,00536-1058-75,LOTN,10%,RUGBY LABO,2.08,3.45,03-29-21,03-12-21,106310,Topical Medication,Topical Antibiotic (LOT)
CLINDAMYCIN  LOT 10MG/ML,59762-3744-01,LOTN,10MG/ML,GREENSTONE,32.74,120.18,12-16-21,09-07-21,197519,Topical Medication,Topical Antibiotic (LOT)
MUPIROCIN    OIN 2%,68462-0180-22,OINT,2%,GLENMARK,1.95,42.75,0:00:00,12-06-23,106346,Topical Medication,Topical Antibiotic (ONT)
ERYTHROMYCIN OIN 5MG/GM,24208-0910-55,OINT,5MG/GM,BAUSCH HEA,0,19,10-25-24,10-25-24,310149,Topical Medication,Topical Antibiotic (ONT)
BENSAL HP    OIN,63801-0107-01,OINT,,EPI HEALTH,550,1082.5,08-09-24,08-29-24,1312997,Topical Medication,Topical Antibiotic (ONT)
GENTAMICIN   OIN 0.1%,00713-0682-31,OINT,0.10%,COSETTE PH,6.99,98.75,11-22-24,10-11-24,310465,Topical Medication,Topical Antibiotic (ONT)
GENTAMICIN   OIN 0.1%,52565-0090-30,OINT,0.10%,TELIGENT,5.99,98.75,10-17-22,12-17-21,310465,Topical Medication,Topical Antibiotic (ONT)
MUPIROCIN    OIN 2%,45802-0112-22,OINT,2%,PERRIGO,1.1,11.25,11-08-23,06-11-21,106346,Topical Medication,Topical Antibiotic (ONT)
CLOTRIM/BETA CRE DIPROP,00168-0258-46,CREA,DIPROP,FOUGERA,3.45,43.56,05-02-23,08-29-24,308714,Topical Anti-Fungal,Topical Antifungal (CRE)
CLOTRIM/BETA CRE DIPROP,00472-0379-45,CREA,DIPROP,ACTAV MID,15.5,83.44,02-20-24,03-20-23,308714,Topical Anti-Fungal,Topical Antifungal (CRE)
NYSTATIN     CRE 100000,00713-0678-31,CREA,100000,COSETTE PH,1.99,26.25,0:00:00,03-11-24,543546,Topical Anti-Fungal,Topical Antifungal (CRE)
NYSTATIN     CRE 100000,00316-0221-30,CREA,100000,CROWN LAB,1.99,26.25,0:00:00,08-30-24,543546,Topical Anti-Fungal,Topical Antifungal (CRE)
CLOTRIM/BETA CRE 1-0.05%,16714-0496-02,CREA,1-0.05%,NORTHSTAR,3.16,71.42,11-18-24,04-24-24,308714,Topical Anti-Fungal,Topical Antifungal (CRE)
NAFTIFINE    CRE HCL 2%,51672-1368-03,CREA,HCL 2%,TARO ,74.93,534.01,11-22-24,04-24-24,1246096,Topical Anti-Fungal,Topical Antifungal (CRE)
EXELDERM     CRE 1%,69489-0711-60,CREA,1%,   ,557.53,884.23,0:00:00,03-23-24,208117,Topical Anti-Fungal,Topical Antifungal (CRE)
NYSTATIN CRE 100000,13668-0595-02,CREA,100000,TORRENT PH,0,26.25,09-11-24,09-12-24,543546,Topical Anti-Fungal,Topical Antifungal (CRE)
OXICONAZOLE  CRE NITRATE,51672-1359-03,CREA,NITRATE,TARO ,138.99,623.75,11-23-24,08-29-24,312139,Topical Anti-Fungal,Topical Antifungal (CRE)
CICLOPIROX   CRE 0.77%,51672-1318-08,CREA,0.77%,TARO ,7.95,77.82,11-23-24,05-21-24,309289,Topical Anti-Fungal,Topical Antifungal (CRE)
CLOTRIMAZOLE CRE 1%,51672-1275-02,CREA,1%,TARO ,2.89,34.85,06-11-24,08-29-24,309367,Topical Anti-Fungal,Topical Antifungal (CRE)
ERTACZO      CRE 2%,00187-5115-60,CREA,2%,LACER PHAR,525,1079.41,0:00:00,09-18-23,580294,Topical Anti-Fungal,Topical Antifungal (CRE)
LULICONAZOLE CRE 1%,68682-0850-60,CREA,1%,OCEANSIDE,224.99,240,0:00:00,10-25-22,1482684,Topical Anti-Fungal,Topical Antifungal (CRE)
KETOCONAZOLE CRE 2%,51407-0279-60,CREA,2%,GSMS ,0,171.12,0:00:00,11-16-24,203088,Topical Anti-Fungal,Topical Antifungal (CRE)
ECONAZOLE    CRE 1%,51672-1303-08,CREA,1%,TARO ,15.99,434.7,0:00:00,10-25-22,857366,Topical Anti-Fungal,Topical Antifungal (CRE)
OXICONAZOLE  CRE NITRATE,51672-1359-02,CREA,NITRATE,TARO ,85.89,614.74,07-30-24,11-04-21,312139,Topical Anti-Fungal,Topical Antifungal (CRE)
ECONAZOLE    CRE 1%,51672-1303-02,CREA,1%,TARO ,8.25,217.35,0:00:00,10-25-22,857366,Topical Anti-Fungal,Topical Antifungal (CRE)
SULCONAZOLE  CRE 1%,72143-0311-60,CREA,1%,JG PHARMA,0,639.02,0:00:00,07-16-21,106366,Topical Anti-Fungal,Topical Antifungal (CRE)
NAFTIFINE    CRE HCL 2%,00115-1512-58,CREA,HCL 2%,AMNEAL,72,534.01,0:00:00,06-02-21,1246096,Topical Anti-Fungal,Topical Antifungal (CRE)
KETOCONAZOLE CRE 2%,21922-0025-05,CREA,2%,ENCUBE ETH,3.5,208.44,0:00:00,11-16-22,203088,Topical Anti-Fungal,Topical Antifungal (CRE)
KETOCONAZOLE CRE 2%,51672-1298-02,CREA,2%,TARO ,11,208.44,0:00:00,11-16-22,203088,Topical Anti-Fungal,Topical Antifungal (CRE)
CICLOPIROX   CRE 0.77%,45802-0138-18,CREA,0.77%,PADAGIS,8.81,136.5,06-24-24,05-21-24,309289,Topical Anti-Fungal,Topical Antifungal (CRE)
NAFTIFINE    CRE HCL 2%,70700-0161-17,CREA,HCL 2%,,68.99,534.01,02-01-24,08-29-24,1246096,Topical Anti-Fungal,Topical Antifungal (CRE)
CICLOPIROX   CRE 0.77%,45802-0138-11,CREA,0.77%,PADAGIS,5.39,56.5,11-23-24,08-29-24,309289,Topical Anti-Fungal,Topical Antifungal (CRE)
ECONAZOLE    CRE 1%,52565-0022-85,CREA,1%,TELIGENT,4.49,434.7,0:00:00,05-18-21,857366,Topical Anti-Fungal,Topical Antifungal (CRE)
KETOCONAZOLE CRE 2%,21922-0025-07,CREA,2%,ENCUBE ETH,4.27,276.96,11-23-24,08-29-24,203088,Topical Anti-Fungal,Topical Antifungal (CRE)
CLOTRIM/BETA CRE DIPROP,51672-4048-06,CREA,DIPROP,TARO ,4.03,87.77,0:00:00,12-06-23,308714,Topical Anti-Fungal,Topical Antifungal (CRE)
CICLOPIROX   CRE 0.77%,68462-0297-92,CREA,0.77%,GLENMARK,4.39,212.6,11-22-24,09-25-23,309289,Topical Anti-Fungal,Topical Antifungal (CRE)
OXICONAZOLE  CRE NITRATE,51672-1359-08,CREA,NITRATE,TARO ,208.6,935.19,11-22-24,12-07-22,312139,Topical Anti-Fungal,Topical Antifungal (CRE)
KETOCONAZOLE CRE 2%,00093-3219-92,CREA,2%,TEVA USA,8.82,79.12,02-02-24,05-25-21,203088,Topical Anti-Fungal,Topical Antifungal (CRE)
KETOCONAZOLE CRE 2%,51672-1298-03,CREA,2%,TARO ,18.75,276.96,01-20-23,05-05-22,203088,Topical Anti-Fungal,Topical Antifungal (CRE)
CICLOPIROX   GEL 0.77%,00574-2061-01,GEL,0.77%,PADAGIS,19.99,242.4,0:00:00,04-22-22,313941,Topical Anti-Fungal,Topical Antifungal (GEL)
NAFTIFINE    GEL 1%,00115-1510-58,GEL,1%,AMNEAL,0,472.63,0:00:00,10-25-22,896106,Topical Anti-Fungal,Topical Antifungal (GEL)
CALCIPOTRIEN CRE 0.005%,16714-0763-02,CREA,0.01%,NORTHSTAR,57.99,1052.43,11-21-24,06-10-24,313921,Topical Medication,Topical Antipsoriatic (CRE)
CALCIPOTRIEN CRE 0.005%,16714-0763-01,CREA,0.01%,NORTHSTAR,36,1052.43,11-21-24,10-11-24,313921,Topical Medication,Topical Antipsoriatic (CRE)
UREA         CRE 39%,42792-0101-08,CREA,39%,BIOCOMPPHA,75.99,350.96,0:00:00,08-31-22,1093289,Topical Medication,Topical Antipsoriatic (CRE)
UREA         CRE 40%,58657-0487-07,CREA,40%,METHOD PHA,45,171.98,0:00:00,08-31-22,198342,Topical Medication,Topical Antipsoriatic (CRE)
CALCIPOTRIEN CRE 0.005%,68462-0501-65,CREA,0.01%,GLENMARK,0,609.17,0:00:00,06-04-24,313921,Topical Medication,Topical Antipsoriatic (CRE)
CALCIPOTRIEN CRE 0.005%,00781-7117-35,CREA,0.01%,SANDOZ,25,441.83,0:00:00,08-29-24,313921,Topical Medication,Topical Antipsoriatic (CRE)
CALCIPOTRIEN CRE 0.005%,66993-0877-78,CREA,0.01%,PRASCO LAB,0,810.21,05-01-21,03-04-21,313921,Topical Medication,Topical Antipsoriatic (CRE)
CALCIPOTRIEN CRE 0.005%,66993-0877-61,CREA,0.01%,PRASCO LAB,0,423.69,0:00:00,10-15-24,313921,Topical Medication,Topical Antipsoriatic (CRE)
XUREA        CRE 39%,72678-0034-01,CREA,39%,NATIONAL B,525,2710,0:00:00,08-16-21,1093289,Topical Medication,Topical Antipsoriatic (CRE)
CALCIPOTRIEN CRE 0.005%,68462-0501-66,CREA,0.01%,GLENMARK,0,1164.84,0:00:00,09-18-23,313921,Topical Medication,Topical Antipsoriatic (CRE)
SALICYLIC AC GEL 6%,42192-0134-40,GEL,6%,ACELLA PH,217,356.03,0:00:00,12-27-22,312893,Topical Medication,Topical Antipsoriatic (GEL)
SALICYLIC AC LIQ 27.5%,42192-0135-10,LIQD,27.50%,ACELLA PH,36.31,392.82,0:00:00,01-05-23,1095689,KERATOLYTIC (LIQ),Topical Antipsoriatic (LIQ)
UREA         LOT 10%,58980-0608-60,LOTN,10%,STRATUS,13.02,16.55,0:00:00,12-27-22,198884,Topical Medication,Topical Antipsoriatic (LOT)
UREA         LOT 40%,81542-0201-08,LOTN,40%,BANTRY PHA,47.1,185.76,0:00:00,12-27-22,351155,Topical Medication,Topical Antipsoriatic (LOT)
SANTYL       OIN 250/GM,50484-0010-30,OINT,250/GM,S&N UNITED,250,362.82,0:00:00,12-16-23,1149617,Topical Medication,Topical Antipsoriatic (ONT)
CALCIPOTRIEN OIN 0.005%,66993-0878-61,OINT,0.01%,PRASCO LAB,74.99,361.89,11-20-24,08-29-24,198373,Topical Medication,Topical Antipsoriatic (ONT)
SALICYLIC AC OIN 3%,73352-0107-30,OINT,3%,TRIFLUENT,345,865.97,11-19-24,01-05-23,312888,Topical Medication,Topical Antipsoriatic (ONT)
CALCIPOTRIEN OIN 0.005%,68462-0310-65,OINT,0.01%,GLENMARK,100,412.79,0:00:00,05-19-23,198373,Topical Medication,Topical Antipsoriatic (ONT)
ACYCLOVIR    CRE 5%,00093-3630-20,CREA,5%,TEVA USA,62.5,962.49,0:00:00,11-14-24,141859,Topical Medication,Topical Antiviral (CRE)
ACZONE       GEL 7.5%,16110-0526-60,GEL,7.50%,ALMIRALL,729.28,945.58,0:00:00,01-20-24,1741907,Topical Medication,Topical Antiviral (GEL)
ACYCLOVIR    OIN 5%,13668-0515-02,OINT,5%,TORRENT PH,4.15,797.59,11-21-24,08-29-24,197312,Topical Medication,Topical Antiviral (ONT)
ACYCLOVIR    OIN 5%,51672-1360-01,OINT,5%,TARO ,0,30,0:00:00,01-11-24,197312,Topical Medication,Topical Antiviral (ONT)
HYDROQUINONE CRE 4%,24689-0101-01,CREA,4%,APNAR PHAR,8.5,106.88,0:00:00,10-20-23,197795,Topical Medication,Topical Bleaching Cream (CRE)
HYDROQUINONE CRE 4%,42192-0151-01,CREA,4%,ACELLA PH,7.49,106.88,11-22-24,08-29-24,197795,Topical Medication,Topical Bleaching Cream (CRE)
HYDROQUINONE CRE 4%,69367-0174-01,CREA,4%,WESTMINST,7.6,106.88,0:00:00,08-30-24,197795,Topical Medication,Topical Bleaching Cream (CRE)
HYDROQUINONE CRE 4%,75834-0137-01,CREA,4%,NIVAGEN PH,0,106.88,0:00:00,11-08-23,197795,Topical Medication,Topical Bleaching Cream (CRE)
IMIQUIMOD    CRE 3.75%PMP,68682-0272-75,CREA,3.75%PMP,OCEANSIDE,330,1329.25,0:00:00,10-25-22,967017,Topical Medication,Topical Chemo Cream (CRE)
FLUOROURACIL CRE 5%,51862-0362-40,CREA,5%,MAYNE PHAR,0,257.39,08-16-21,03-04-21,105583,Topical Medication,Topical Chemo Cream (CRE)
IMIQUIMOD    CRE 5%,45802-0368-62,CREA,5%,PADAGIS,10.9,60,11-21-24,08-29-24,310982,Topical Medication,Topical Chemo Cream (CRE)
FLUOROURACIL CRE 5%,16729-0542-35,CREA,5%,ACCORD HEA,19,257.39,0:00:00,05-19-23,105583,Topical Medication,Topical Chemo Cream (CRE)
IMIQUIMOD    CRE 5%,51672-4145-06,CREA,5%,TARO ,11.51,250,09-24-24,08-29-24,310982,Topical Medication,Topical Chemo Cream (CRE)
IMIQUIMOD    CRE 3.75%PMP,51672-4174-09,CREA,3.75%PMP,TARO ,294.99,1404.66,0:00:00,12-27-22,967017,Topical Medication,Topical Chemo Cream (CRE)
FLUOROURACIL CRE 5%,51672-4118-06,CREA,5%,TARO ,14.97,384.94,11-18-24,05-31-23,105583,Topical Medication,Topical Chemo Cream (CRE)
IMIQUIMOD    CRE 5%,68462-0536-70,CREA,5%,GLENMARK,10.99,871.66,11-19-24,08-10-22,310982,Topical Medication,Topical Chemo Cream (CRE)
PODOFILOX    GEL 0.5%,00574-0621-05,GEL,0.50%,PADAGIS,474.5,684.01,0:00:00,01-10-24,312466,Topical Medication,Topical Chemo Cream (GEL)
SOD SUL/SULF LIQ 10-5%,42192-0136-12,LIQD,10-5%,ACELLA PH,22.15,212.46,0:00:00,02-01-22,999613,FACEWASH (LIQ),Topical Cleanser (LIQ)
SOD SUL/SULF LIQ 10-2%,42192-0147-08,LIQD,10-2%,ACELLA PH,33.99,432.32,11-23-24,02-09-23,1000895,FACEWASH (LIQ),Topical Cleanser (LIQ)
SOD SUL/SULF LIQ 10-5%,42192-0136-12,LIQD,10-5%,ACELLA PH,22.15,212.46,0:00:00,02-01-22,999613,FACEWASH (LIQ),Topical Cleanser (LIQ)
SOD SUL/SULF LIQ 9-4.5%,42192-0144-16,LIQD,9-4.5%,ACELLA PH,34.31,185.5,0:00:00,01-25-22,1115894,FACEWASH (LIQ),Topical Cleanser (LIQ)
BENZOYL PER  LIQ 10% WASH,45802-0318-34,LIQD,10% WASH,PERRIGO,6,14.16,01-04-23,04-13-21,142034,FACEWASH (LIQ),Topical Cleanser (LIQ)
SOD SUL/SULF LIQ 9.8-4.8%,71399-0486-01,LIQD,9.8-4.8%,AKRON PHAR,74.99,511.04,0:00:00,03-14-22,1494169,FACEWASH (LIQ),Topical Cleanser (LIQ)
BENZOYL PER  LIQ 10% WASH,45802-0318-01,LIQD,10% WASH,PADAGIS,4.39,9.3,11-22-24,08-29-24,142034,FACEWASH (LIQ),Topical Cleanser (LIQ)
SODIUM SULFA LIQ 10% WASH,42192-0129-16,LIQD,10% WASH,ACELLA PH,35,253.4,11-22-24,10-16-24,1006107,FACEWASH (LIQ),Topical Cleanser (LIQ)
SODIUM SULFA LIQ 10% WASH,42192-0129-16,LIQD,10% WASH,ACELLA PH,35,253.4,11-22-24,10-16-24,1006107,FACEWASH (LIQ),Topical Cleanser (LIQ)
SODIUM SULFA LIQ 10% WASH,58657-0477-16,LIQD,10% WASH,METHOD PHA,29.99,253.39,0:00:00,01-26-24,1006107,FACEWASH (LIQ),Topical Cleanser (LIQ)
SODIUM SULFA LIQ 10% WASH,58657-0477-16,LIQD,10% WASH,METHOD PHA,29.99,253.39,0:00:00,01-26-24,1006107,FACEWASH (LIQ),Topical Cleanser (LIQ)
SOD SUL/SULF LIQ 10-5%,52187-0536-06,LIQD,10-5%,KMM PHARMA,11.95,104.93,0:00:00,08-29-24,999613,FACEWASH (LIQ),Topical Cleanser (LIQ)
BENZOYL PER  LIQ 5% WASH,45802-0280-01,LIQD,5% WASH,PADAGIS,3.99,8.98,0:00:00,01-04-24,308696,FACEWASH (LIQ),Topical Cleanser (LIQ)
SOD SUL/SULF LIQ 10-5%,52187-0536-06,LIQD,10-5%,KMM PHARMA,11.95,104.93,0:00:00,08-29-24,999613,FACEWASH (LIQ),Topical Cleanser (LIQ)
CALCITRIOL   OIN 3MCG/GM,45802-0608-01,OINT,3MCG/GM,PADAGIS,433.21,702.81,0:00:00,12-27-22,388517,Topical Medication,Topical Immune Response Mod (ONT)
OPZELURA     CRE 1.5%,50881-0007-05,CREA,1.50%,INCYTE,1968.33,2454,0:00:00,01-06-24,2570757,Topical Medication,Topical Immunomodulator (CRE)
VTAMA        CRE 1%,81672-5051-01,CREA,1%,DERMAVANT,0,1734,0:00:00,06-05-24,2602306,Topical Medication,Topical Immunomodulator (CRE)
RHOFADE      CRE 1%,71403-0003-30,CREA,1%,EPI HEALTH,585.57,809.8,0:00:00,06-08-24,1869821,Topical Medication,Topical Immunomodulator (CRE)
ZORYVE       CRE 0.3%,80610-0130-60,CREA,0.30%,ARCUTIS BI,850.52,1070.78,0:00:00,06-29-24,2608539,Topical Medication,Topical Immunomodulator (CRE)
AMMONIUM LAC CRE 12%,45802-0493-83,CREA,12%,PADAGIS,16.77,38.3,0:00:00,08-01-23,543460,Topical Moisturizer,Topical Moisturizer (CRE)
AMMONIUM LAC CRE 12%,51672-1301-04,CREA,12%,TARO ,12.5,44.87,0:00:00,01-12-22,543460,Topical Moisturizer,Topical Moisturizer (CRE)
AMMONIUM LAC CRE 12%,51672-1301-04,CREA,12%,TARO ,12.5,44.87,0:00:00,01-12-22,543460,Topical Moisturizer,Topical Moisturizer (CRE)
AMMONIUM LAC CRE 12%,51672-1301-00,CREA,12%,TARO ,21,58.75,0:00:00,02-28-23,543460,Topical Moisturizer,Topical Moisturizer (CRE)
AMMONIUM LAC CRE 12%,51672-1301-04,CREA,12%,TARO ,12.5,44.87,0:00:00,01-12-22,543460,Topical Moisturizer,Topical Moisturizer (CRE)
ATOPADERM    CRE,72057-0001-01,CREA,,ONPACE PHA,496,1755.5,0:00:00,03-17-21,2044151,Topical Moisturizer,Topical Moisturizer (CRE)
AMMONIUM LAC CRE 12%,51672-1301-00,CREA,12%,TARO ,21,58.75,0:00:00,02-28-23,543460,Topical Moisturizer,Topical Moisturizer (CRE)
AMMONIUM LAC CRE 12%,45802-0493-83,CREA,12%,PADAGIS,16.77,38.3,0:00:00,08-01-23,543460,Topical Moisturizer,Topical Moisturizer (CRE)
HPR PLUS     CRE,42546-0030-45,CREA,,PRUGEN,0,830,0:00:00,03-04-21,1948399,Topical Moisturizer,Topical Moisturizer (CRE)
AMMONIUM LAC CRE 12%,51672-1301-00,CREA,12%,TARO ,21,58.75,0:00:00,02-28-23,543460,Topical Moisturizer,Topical Moisturizer (CRE)
DERMACINRX   CRE PENETRAL,59088-0310-16,CREA,PENETRAL,PURE TEK,145,1500,0:00:00,08-23-21,198555,Topical Moisturizer,Topical Moisturizer (CRE)
DERMACINRX   CRE PENETRAL,59088-0310-08,CREA,PENETRAL,PURE TEK,0,1350,0:00:00,11-01-21,198555,Topical Moisturizer,Topical Moisturizer (CRE)
HYLAGUARD    CRE,60003-0564-90,CREA,,LACER PHAR,0,1297.23,0:00:00,03-17-21,2118852,Topical Moisturizer,Topical Moisturizer (CRE)
AMMONIUM LAC CRE 12%,45802-0493-83,CREA,12%,PADAGIS,16.77,38.3,0:00:00,08-01-23,543460,Topical Moisturizer,Topical Moisturizer (CRE)
SCARSILK     GEL,72678-0002-01,GEL,,NATIONAL B,0,3420,0:00:00,05-04-22,1042835,Topical Moisturizer,Topical Moisturizer (GEL)
